id_localizacao,concelho,distrito,freguesia
88457,Vila Nova De Gaia,Porto,Grijó
88458,Marco De Canaveses,Porto,Santo Isidoro
88459,Monção,Viana Do Castelo,Portela
88460,Viana Do Castelo,Viana Do Castelo,Perre
88461,Chaves,Vila Real,Tronco
88462,Sátão,Viseu,Silvã De Cima
88463,Lamego,Viseu,Penude
88464,Amarante,Porto,Rebordelo
88465,Matosinhos,Porto,Matosinhos
88466,Barcelos,Braga,Moure
88467,Vieira Do Minho,Braga,Vilar Do Chão
88468,Portimão,Faro,Alvor
88469,Felgueiras,Porto,Borba De Godim
88470,Vieira Do Minho,Braga,Salamonde
88471,Fafe,Braga,Arnozela
88472,Vila Verde,Braga,Oleiros
88473,Sardoal,Santarém,Santiago De Montalegre
88474,Lagoa,Faro,Estômbar
88475,Vila De Rei,Castelo Branco,Fundada
88476,Anadia,Aveiro,Mogofores
88477,Lamego,Viseu,Meijinhos
88478,Barcelos,Braga,Durrães
88479,Bragança,Bragança,Deilão
88480,Macedo De Cavaleiros,Bragança,Morais
88481,Santa Maria Da Feira,Aveiro,Vale
88482,Paços De Ferreira,Porto,Meixomil
88483,Guimarães,Braga,Leitões
88484,Lamego,Viseu,Lalim
88485,Lousada,Porto,Caíde De Rei
88486,Paços De Ferreira,Porto,Modelos
88487,Gondomar,Porto,São Pedro Da Cova
88488,Barcelos,Braga,Igreja Nova
88489,Guimarães,Braga,Airão (São João Baptista)
88490,Torres Novas,Santarém,Pedrógão
88491,Peso Da Régua,Vila Real,Vinhós
88492,Vila Real,Vila Real,Vale De Nogueiras
88493,Gavião,Portalegre,Gavião
88494,Avis,Portalegre,Benavila
88495,Fundão,Castelo Branco,Capinha
88496,Tabuaço,Viseu,Paradela
88497,Fafe,Braga,Cepães
88498,Abrantes,Santarém,Pego
88499,Santarém,Santarém,Pernes
88500,Benavente,Santarém,Benavente
88501,Vinhais,Bragança,Moimenta
88502,Loulé,Faro,Almansil
88503,Ponte De Sor,Portalegre,Tramaga
88504,Alvito,Beja,Vila Nova Da Baronia
88505,Moimenta Da Beira,Viseu,Sarzedo
88506,Leiria,Leiria,Azoia
88507,Vila Do Conde,Porto,Macieira Da Maia
88508,Guimarães,Braga,Infantas
88509,Oeiras,Lisboa,Algés
88510,Santa Marta De Penaguião,Vila Real,Alvações Do Corgo
88511,Vila Viçosa,Évora,Bencatel
88512,Serpa,Beja,Vale De Vargo
88513,Celorico Da Beira,Guarda,Vila Boa Do Mondego
88514,Armamar,Viseu,Santo Adrião
88515,Felgueiras,Porto,Sendim
88516,Caminha,Viana Do Castelo,Venade
88517,Paredes De Coura,Viana Do Castelo,Rubiães
88518,Braga,Braga,Arcos
88519,Montijo,Setúbal,Canha
88520,Tomar,Santarém,Madalena
88521,Alter Do Chão,Portalegre,Cunheira
88522,Santa Comba Dão,Viseu,Vimieiro
88523,Miranda Do Douro,Bragança,Águas Vivas
88524,Trancoso,Guarda,Vilares
88525,Vila Nova De Paiva,Viseu,Touro
88526,Póvoa De Lanhoso,Braga,Travassos
88527,Vila Nova De Famalicão,Braga,Vale (São Martinho)
88528,Montalegre,Vila Real,Mourilhe
88529,Armamar,Viseu,Santiago
88530,Alcobaça,Leiria,Montes
88531,Portalegre,Portalegre,São Lourenço
88532,Oliveira De Frades,Viseu,Varzielas
88533,Vila Nova De Gaia,Porto,Oliveira Do Douro
88534,Ponte Da Barca,Viana Do Castelo,Vila Chã (Santiago)
88535,Vila Verde,Braga,Prado (São Miguel)
88536,Amadora,Lisboa,Damaia
88537,Castro Marim,Faro,Altura
88538,Mora,Évora,Pavia
88539,Penamacor,Castelo Branco,Pedrógão De São Pedro
88540,Fundão,Castelo Branco,Aldeia Nova Do Cabo
88541,Esposende,Braga,Gandra
88542,Lourinhã,Lisboa,Lourinhã
88543,Torres Vedras,Lisboa,Campelos
88544,Guarda,Guarda,Gagos
88545,Vila Nova De Foz Côa,Guarda,Numão
88546,Ílhavo,Aveiro,Gafanha Da Nazaré
88547,Penedono,Viseu,Penela Da Beira
88548,Cantanhede,Coimbra,Vilamar
88549,Penela,Coimbra,Podentes
88550,Condeixa-A-Nova,Coimbra,Furadouro
88551,Viana Do Castelo,Viana Do Castelo,Outeiro
88552,Celorico De Basto,Braga,Gémeos
88553,Braga,Braga,Escudeiros
88554,Ferreira Do Zêzere,Santarém,Igreja Nova Do Sobral
88555,Carrazeda De Ansiães,Bragança,Ribalonga
88556,Fornos De Algodres,Guarda,Infias
88557,Miranda Do Douro,Bragança,Póvoa
88558,Sertã,Castelo Branco,Pedrógão Pequeno
88559,Sintra,Lisboa,Almargem Do Bispo
88560,Alcanena,Santarém,Monsanto
88561,Lisboa,Lisboa,Beato
88562,Mirandela,Bragança,Mirandela
88563,Vila Flor,Bragança,Valtorno
88564,Almeida,Guarda,Ade
88565,Sever Do Vouga,Aveiro,Couto De Esteves
88566,Ponte De Lima,Viana Do Castelo,Poiares
88567,Ourém,Santarém,Casal Dos Bernardos
88568,Santa Marta De Penaguião,Vila Real,Sever
88569,Mogadouro,Bragança,Travanca
88570,Vinhais,Bragança,Santalha
88571,Vinhais,Bragança,Edral
88572,Vinhais,Bragança,Vila Verde
88573,Viseu,Viseu,Repeses
88574,Leiria,Leiria,Marrazes
88575,Águeda,Aveiro,Valongo Do Vouga
88576,Figueira Da Foz,Coimbra,São Julião Da Figueira Da Foz
88577,Góis,Coimbra,Vila Nova Do Ceira
88578,Caldas Da Rainha,Leiria,Caldas Da Rainha (Nossa Senhora Do Pópulo)
88579,Melgaço,Viana Do Castelo,Castro Laboreiro
88580,Lisboa,Lisboa,Alto Do Pina
88581,Boticas,Vila Real,Dornelas
88582,Sabugal,Guarda,Aldeia Velha
88583,Almeida,Guarda,Malhada Sorda
88584,Aguiar Da Beira,Guarda,Pena Verde
88585,Castelo Branco,Castelo Branco,Malpica Do Tejo
88586,Mangualde,Viseu,Santiago De Cassurrães
88587,Vagos,Aveiro,Ponte De Vagos
88588,Mesão Frio,Vila Real,Vila Jusã
88589,Lamego,Viseu,Cepões
88590,Coimbra,Coimbra,Castelo Viegas
88591,Amarante,Porto,Bustelo
88592,Penafiel,Porto,Perozelo
88593,Loures,Lisboa,Fanhões
88594,Lourinhã,Lisboa,Reguengo Grande
88595,Pinhel,Guarda,Alverca Da Beira
88596,Pinhel,Guarda,Vale De Madeira
88597,Soure,Coimbra,Figueiró Do Campo
88598,Santo Tirso,Porto,Areias
88599,Marco De Canaveses,Porto,São Nicolau
88600,Póvoa De Lanhoso,Braga,Brunhais
88601,Mesão Frio,Vila Real,Mesão Frio (Santa Cristina)
88602,Pinhel,Guarda,Pinhel
88603,Guarda,Guarda,Vila Soeiro
88604,São João Da Pesqueira,Viseu,Vale De Figueira
88605,Penafiel,Porto,Penafiel
88606,Amarante,Porto,Ataíde
88607,Vila Nova De Gaia,Porto,Vila Nova De Gaia (Santa Marinha)
88608,Fafe,Braga,Estorãos
88609,Guimarães,Braga,Nespereira
88610,Vila Franca De Xira,Lisboa,Forte Da Casa
88611,Chaves,Vila Real,Soutelinho Da Raia
88612,Montalegre,Vila Real,Reigoso
88613,Crato,Portalegre,Crato E Mártires
88614,Pinhel,Guarda,Atalaia
88615,Santa Comba Dão,Viseu,Pinheiro De Ázere
88616,Oeiras,Lisboa,Porto Salvo
88617,Lisboa,Lisboa,São João De Brito
88618,Murça,Vila Real,Palheiros
88619,Ferreira Do Alentejo,Beja,Canhestros
88620,Idanha-A-Nova,Castelo Branco,Alcafozes
88621,Penalva Do Castelo,Viseu,Germil
88622,Oliveira De Frades,Viseu,Arcozelo Das Maias
88623,São Pedro Do Sul,Viseu,Vila Maior
88624,Tarouca,Viseu,Granja Nova
88625,Vila Nova De Gaia,Porto,São Pedro Da Afurada
88626,Vila Nova De Gaia,Porto,Avintes
88627,Vila Verde,Braga,Aboim Da Nóbrega
88628,Bragança,Bragança,Donai
88629,Elvas,Portalegre,"Ajuda, Salvador E Santo Ildefonso"
88630,Idanha-A-Nova,Castelo Branco,Zebreira
88631,Penacova,Coimbra,São Paio De Mondego
88632,Paços De Ferreira,Porto,Codessos
88633,Amadora,Lisboa,Falagueira
88634,Vila Real,Vila Real,Constantim
88635,Bragança,Bragança,Castro De Avelãs
88636,Mourão,Évora,Luz
88637,Seia,Guarda,Santa Eulália
88638,Figueira De Castelo Rodrigo,Guarda,Vermiosa
88639,Guarda,Guarda,Seixo Amarelo
88640,Oliveira De Frades,Viseu,Ribeiradio
88641,Mangualde,Viseu,Freixiosa
88642,Armamar,Viseu,Coura
88643,Coimbra,Coimbra,Santa Clara
88644,Ponte De Lima,Viana Do Castelo,Cabração
88645,Macedo De Cavaleiros,Bragança,Talhas
88646,Tabuaço,Viseu,Vale De Figueira
88647,Lousã,Coimbra,Serpins
88648,Marco De Canaveses,Porto,Vila Boa De Quires
88649,Azambuja,Lisboa,Maçussa
88650,Chaves,Vila Real,Arcossó
88651,Montemor-O-Novo,Évora,Cortiçadas De Lavre
88652,Odemira,Beja,Saboia
88653,Figueira De Castelo Rodrigo,Guarda,Figueira De Castelo Rodrigo
88654,Sabugal,Guarda,Vila Do Touro
88655,Cinfães,Viseu,São Cristovão De Nogueira
88656,Soure,Coimbra,Brunhós
88657,Amarante,Porto,Madalena
88658,Penafiel,Porto,Santiago De Subarrifana
88659,Santarém,Santarém,Santarém (São Nicolau)
88660,Carrazeda De Ansiães,Bragança,Pinhal Do Norte
88661,Almodôvar,Beja,São Barnabé
88662,Oleiros,Castelo Branco,Cambas
88663,Covilhã,Castelo Branco,Verdelhos
88664,Fundão,Castelo Branco,Alcongosta
88665,Oliveira Do Bairro,Aveiro,Troviscal
88666,Coimbra,Coimbra,São Silvestre
88667,Guimarães,Braga,Silvares
88668,Vila Verde,Braga,Lanhas
88669,Vila Verde,Braga,Sabariz
88670,Cascais,Lisboa,São Domingos De Rana
88671,Sabugal,Guarda,Vila Boa
88672,Pinhel,Guarda,Bogalhal
88673,Amarante,Porto,Lufrei
88674,Trofa,Porto,Muro
88675,Fafe,Braga,Vinhós
88676,Ferreira Do Zêzere,Santarém,Águas Belas
88677,Lisboa,Lisboa,Santiago
88678,Aljezur,Faro,Rogil
88679,Loulé,Faro,Querença
88680,Beja,Beja,Beja (São João Baptista)
88681,Celorico Da Beira,Guarda,Mesquitela
88682,Guarda,Guarda,Corujeira
88683,Fundão,Castelo Branco,Aldeia De Joanes
88684,Leiria,Leiria,Leiria
88685,Pombal,Leiria,Mata Mourisca
88686,Felgueiras,Porto,Aião
88687,Vizela,Braga,Infias
88688,Amares,Braga,Paranhos
88689,Montalegre,Vila Real,Covelães
88690,Estremoz,Évora,Santa Vitória Do Ameixial
88691,Águeda,Aveiro,Recardães
88692,Tondela,Viseu,Mosteiro De Fráguas
88693,Nelas,Viseu,Moreira
88694,Aveiro,Aveiro,Santa Joana
88695,Figueira Da Foz,Coimbra,Marinha Das Ondas
88696,Braga,Braga,Fradelos
88697,Braga,Braga,Semelhe
88698,Amares,Braga,Besteiros
88699,Vila Flor,Bragança,Vila Flor
88700,Macedo De Cavaleiros,Bragança,Lagoa
88701,Macedo De Cavaleiros,Bragança,Bornes
88702,Alvaiázere,Leiria,Pussos
88703,Castelo De Paiva,Aveiro,Paraíso
88704,Paços De Ferreira,Porto,Freamunde
88705,Penafiel,Porto,Irivo
88706,Vila Verde,Braga,Valdreu
88707,Mondim De Basto,Vila Real,Pardelhas
88708,Lousada,Porto,Lustosa
88709,Monção,Viana Do Castelo,Moreira
88710,Vila Verde,Braga,Nevogilde
88711,Arraiolos,Évora,Vimieiro
88712,Castro Verde,Beja,Casével
88713,Grândola,Setúbal,Santa Margarida Da Serra
88714,Castro Daire,Viseu,Monteiras
88715,Anadia,Aveiro,Vilarinho Do Bairro
88716,Montemor-O-Velho,Coimbra,Tentúgal
88717,Mogadouro,Bragança,Sanhoane
88718,Alcobaça,Leiria,Pataias
88719,Arcos De Valdevez,Viana Do Castelo,Portela
88720,Melgaço,Viana Do Castelo,Paços
88721,Barcelos,Braga,Faria
88722,Alenquer,Lisboa,Cadafais
88723,Vinhais,Bragança,Vinhais
88724,Celorico Da Beira,Guarda,Ratoeira
88725,Santa Maria Da Feira,Aveiro,Vila Maior
88726,Paredes,Porto,Cete
88727,Póvoa De Lanhoso,Braga,Fonte Arcada
88728,Cabeceiras De Basto,Braga,Vila Nune
88729,Terras De Bouro,Braga,Ribeira
88730,Sintra,Lisboa,Terrugem
88731,Vinhais,Bragança,Ervedosa
88732,Avis,Portalegre,Aldeia Velha
88733,Almeida,Guarda,Leomil
88734,Coimbra,Coimbra,Ameal
88735,Amarante,Porto,Vila Chã Do Marão
88736,Santo Tirso,Porto,Carreira
88737,Barcelos,Braga,Sequeade
88738,Cadaval,Lisboa,Cadaval
88739,Torres Vedras,Lisboa,Runa
88740,Alcanena,Santarém,Bugalhos
88741,Mirandela,Bragança,Marmelos
88742,Alfândega Da Fé,Bragança,Agrobom
88743,Trancoso,Guarda,Valdujo
88744,Aguiar Da Beira,Guarda,Dornelas
88745,Mangualde,Viseu,Mangualde
88746,Leiria,Leiria,Carreira
88747,Barcelos,Braga,Mariz
88748,Almeirim,Santarém,Benfica Do Ribatejo
88749,Vila Viçosa,Évora,Vila Viçosa (Conceição)
88750,Ponte De Lima,Viana Do Castelo,Fontão
88751,Mafra,Lisboa,Cheleiros
88752,Cadaval,Lisboa,Figueiros
88753,Boticas,Vila Real,Curros
88754,Valpaços,Vila Real,Vassal
88755,Mogadouro,Bragança,Urrós
88756,Figueira De Castelo Rodrigo,Guarda,Penha De Águia
88757,Guarda,Guarda,Rochoso
88758,Aguiar Da Beira,Guarda,Coruche
88759,Vouzela,Viseu,Campia
88760,Vagos,Aveiro,Calvão
88761,Penalva Do Castelo,Viseu,Real
88762,Arcos De Valdevez,Viana Do Castelo,Couto
88763,Lisboa,Lisboa,Santa Engrácia
88764,Macedo De Cavaleiros,Bragança,Peredo
88765,Santa Maria Da Feira,Aveiro,Escapães
88766,Santo Tirso,Porto,Refojos De Riba De Ave
88767,Gondomar,Porto,Covelo
88768,Cabeceiras De Basto,Braga,Painzela
88769,Fafe,Braga,Quinchães
88770,Braga,Braga,Pousada
88771,Tondela,Viseu,Caparrosa
88772,Tabuaço,Viseu,Granja Do Tedo
88773,Mealhada,Aveiro,Barcouço
88774,Caminha,Viana Do Castelo,Gondar
88775,Guimarães,Braga,Prazins (Santa Eufémia)
88776,Sintra,Lisboa,São João Das Lampas
88777,Alcanena,Santarém,Vila Moreira
88778,Alandroal,Évora,Capelins (Santo António)
88779,Mêda,Guarda,Casteição
88780,Aguiar Da Beira,Guarda,Cortiçada
88781,Viseu,Viseu,Fragosela
88782,São João Da Pesqueira,Viseu,Pereiros
88783,Espinho,Aveiro,Espinho
88784,Penafiel,Porto,Canelas
88785,Póvoa De Lanhoso,Braga,Oliveira
88786,Odivelas,Lisboa,Póvoa De Santo Adrião
88787,Vendas Novas,Évora,Landeira
88788,Moura,Beja,Amareleja
88789,Odemira,Beja,Colos
88790,Odemira,Beja,Santa Clara-A-Velha
88791,Oliveira Do Bairro,Aveiro,Oiã
88792,Águeda,Aveiro,Borralha
88793,Vieira Do Minho,Braga,Pinheiro
88794,Vila Nova De Famalicão,Braga,Mouquim
88795,Bragança,Bragança,Gondesende
88796,Águeda,Aveiro,Préstimo
88797,Oliveira Do Hospital,Coimbra,Travanca De Lagos
88798,Penafiel,Porto,Recezinhos (São Mamede)
88799,Vila Do Conde,Porto,Touguinha
88800,Maia,Porto,Gemunde
88801,Vieira Do Minho,Braga,Louredo
88802,Estremoz,Évora,Veiros
88803,Coruche,Santarém,Branca
88804,Fronteira,Portalegre,Cabeço De Vide
88805,Castro Daire,Viseu,São Joaninho
88806,Anadia,Aveiro,Amoreira Da Gândara
88807,Caminha,Viana Do Castelo,Seixas
88808,Celorico De Basto,Braga,Moreira Do Castelo
88809,Valpaços,Vila Real,Ervões
88810,Carrazeda De Ansiães,Bragança,Beira Grande
88811,Mogadouro,Bragança,Penas Roias
88812,Vimioso,Bragança,Avelanoso
88813,Serpa,Beja,Vila Nova De São Bento
88814,Oleiros,Castelo Branco,Sobral
88815,Fafe,Braga,Regadas
88816,Salvaterra De Magos,Santarém,Marinhais
88817,Castelo De Vide,Portalegre,Nossa Senhora Da Graça De Póvoa E Meadas
88818,Sabugal,Guarda,Vale Das Éguas
88819,Pombal,Leiria,Santiago De Litém
88820,Amarante,Porto,Gatão
88821,Mondim De Basto,Vila Real,Mondim De Basto
88822,Ponte De Lima,Viana Do Castelo,Gondufe
88823,Arcos De Valdevez,Viana Do Castelo,Arcos De Valdevez (São Salvador)
88824,Vimioso,Bragança,Matela
88825,Albergaria-A-Velha,Aveiro,Valmaior
88826,Tábua,Coimbra,Meda De Mouros
88827,Felgueiras,Porto,Pedreira
88828,Baião,Porto,São Tomé De Covelas
88829,Braga,Braga,Celeirós
88830,Caminha,Viana Do Castelo,Moledo
88831,Tavira,Faro,Conceição
88832,Sabugal,Guarda,Souto
88833,Guarda,Guarda,Faia
88834,Coimbra,Coimbra,Almalaguês
88835,Mealhada,Aveiro,Mealhada
88836,Vila Do Conde,Porto,Azurara
88837,Viana Do Castelo,Viana Do Castelo,Carvoeiro
88838,Ponte De Lima,Viana Do Castelo,Labruja
88839,Barcelos,Braga,Paradela
88840,Guimarães,Braga,Gominhães
88841,Miranda Do Douro,Bragança,Ifanes
88842,Vila Do Bispo,Faro,Raposeira
88843,Beja,Beja,Trindade
88844,Caldas Da Rainha,Leiria,Santa Catarina
88845,Óbidos,Leiria,Gaeiras
88846,Sintra,Lisboa,Cacém
88847,Guarda,Guarda,Panoias De Cima
88848,Castelo Branco,Castelo Branco,Benquerenças
88849,Vila Nova De Poiares,Coimbra,Poiares (Santo André)
88850,Ponte De Lima,Viana Do Castelo,Calvelo
88851,Terras De Bouro,Braga,Gondoriz
88852,Miranda Do Douro,Bragança,Paradela
88853,Mação,Santarém,Aboboreira
88854,Anadia,Aveiro,Moita
88855,Alcobaça,Leiria,Cela
88856,Baião,Porto,Loivos Do Monte
88857,Vila Verde,Braga,Escariz (São Mamede)
88858,Braga,Braga,Vimieiro
88859,Setúbal,Setúbal,Setúbal (São Sebastião)
88860,Santarém,Santarém,Alcanede
88861,Benavente,Santarém,Barrosa
88862,Valpaços,Vila Real,Santa Maria De Emeres
88863,Miranda Do Douro,Bragança,Constantim
88864,Alfândega Da Fé,Bragança,Vales
88865,Moura,Beja,Moura (Santo Agostinho)
88866,Guarda,Guarda,Pêra Do Moço
88867,Sertã,Castelo Branco,Nesperal
88868,Penamacor,Castelo Branco,Águas
88869,Santa Maria Da Feira,Aveiro,Caldas De São Jorge
88870,Arouca,Aveiro,Mansores
88871,Matosinhos,Porto,Perafita
88872,Lousada,Porto,Casais
88873,Esposende,Braga,Antas
88874,Montalegre,Vila Real,Cabril
88875,Faro,Faro,Faro (Sé)
88876,Aguiar Da Beira,Guarda,Aguiar Da Beira
88877,Marinha Grande,Leiria,Moita
88878,Viana Do Castelo,Viana Do Castelo,Vila Franca
88879,Arcos De Valdevez,Viana Do Castelo,Sistelo
88880,Monção,Viana Do Castelo,Messegães
88881,Braga,Braga,Tenões
88882,Borba,Évora,Rio De Moinhos
88883,Odemira,Beja,Pereiras-Gare
88884,Guarda,Guarda,Guarda (São Vicente)
88885,Oliveira De Azeméis,Aveiro,Cesar
88886,Arouca,Aveiro,Canelas
88887,Maia,Porto,Nogueira
88888,Abrantes,Santarém,Rossio Ao Sul Do Tejo
88889,Boticas,Vila Real,Granja
88890,Bragança,Bragança,Sendas
88891,Celorico Da Beira,Guarda,Celorico (São Pedro)
88892,Vila Velha De Ródão,Castelo Branco,Vila Velha De Ródão
88893,Penamacor,Castelo Branco,Vale Da Senhora Da Póvoa
88894,Sátão,Viseu,Mioma
88895,Viseu,Viseu,Couto De Cima
88896,Águeda,Aveiro,Espinhel
88897,Pombal,Leiria,Ilha
88898,Vila Verde,Braga,Atães
88899,Esposende,Braga,Marinhas
88900,Almada,Setúbal,Almada
88901,Macedo De Cavaleiros,Bragança,Soutelo Mourisco
88902,Arganil,Coimbra,São Martinho Da Cortiça
88903,Guimarães,Braga,Candoso (São Martinho)
88904,Barcelos,Braga,Vila Cova
88905,Abrantes,Santarém,Rio De Moinhos
88906,Chaves,Vila Real,Selhariz
88907,Idanha-A-Nova,Castelo Branco,Rosmaninhal
88908,Arganil,Coimbra,Celavisa
88909,Montemor-O-Velho,Coimbra,Carapinheira
88910,Monção,Viana Do Castelo,Longos Vales
88911,Vila Nova De Cerveira,Viana Do Castelo,Mentrestido
88912,Pinhel,Guarda,Pereiro
88913,Guarda,Guarda,Valhelhas
88914,Santa Maria Da Feira,Aveiro,Lourosa
88915,Braga,Braga,Merelim (São Paio)
88916,Arruda Dos Vinhos,Lisboa,Arranhó
88917,Sintra,Lisboa,Sintra (Santa Maria E São Miguel)
88918,Golegã,Santarém,Golegã
88919,Alijó,Vila Real,Vilar De Maçada
88920,Vimioso,Bragança,Angueira
88921,Bragança,Bragança,Failde
88922,Albergaria-A-Velha,Aveiro,Alquerubim
88923,Castanheira De Pêra,Leiria,Castanheira De Pêra
88924,Vila Verde,Braga,Cabanelas
88925,Ponte De Lima,Viana Do Castelo,Moreira Do Lima
88926,Paredes De Coura,Viana Do Castelo,Paredes De Coura
88927,Vinhais,Bragança,Candedo
88928,Mangualde,Viseu,Moimenta De Maceira Dão
88929,Marco De Canaveses,Porto,Manhuncelos
88930,Ponte De Lima,Viana Do Castelo,Friastelas
88931,Caminha,Viana Do Castelo,Caminha (Matriz)
88932,Almodôvar,Beja,Gomes Aires
88933,Estarreja,Aveiro,Fermelã
88934,São João Da Pesqueira,Viseu,Paredes Da Beira
88935,Cantanhede,Coimbra,Bolho
88936,Guimarães,Braga,Fermentões
88937,Barcelos,Braga,Milhazes
88938,Sintra,Lisboa,Mira-Sintra
88939,Arraiolos,Évora,Arraiolos
88940,Pinhel,Guarda,Pala
88941,Penalva Do Castelo,Viseu,Trancozelos
88942,Castro Daire,Viseu,Picão
88943,Figueira Da Foz,Coimbra,São Pedro
88944,Ponte De Lima,Viana Do Castelo,Sá
88945,Vila Verde,Braga,Codeceda
88946,Torres Novas,Santarém,Assentiz
88947,Moita,Setúbal,Baixa Da Banheira
88948,Sabrosa,Vila Real,Parada De Pinhão
88949,São Pedro Do Sul,Viseu,Carvalhais
88950,Amarante,Porto,Salvador Do Monte
88951,Oeiras,Lisboa,Queijas
88952,Olhão,Faro,Moncarapacho
88953,Montemor-O-Velho,Coimbra,Ereira
88954,Vila Nova De Gaia,Porto,Gulpilhares
88955,Póvoa De Varzim,Porto,Estela
88956,Paredes,Porto,Baltar
88957,Baião,Porto,Frende
88958,Valença,Viana Do Castelo,Fontoura
88959,Paredes De Coura,Viana Do Castelo,Cossourado
88960,Arcos De Valdevez,Viana Do Castelo,Aboim Das Choças
88961,Abrantes,Santarém,Tramagal
88962,Loures,Lisboa,Camarate
88963,Moita,Setúbal,Gaio-Rosário
88964,Beja,Beja,Baleizão
88965,Mértola,Beja,São Pedro De Solis
88966,Fornos De Algodres,Guarda,Sobral Pichorro
88967,Seia,Guarda,São Romão
88968,Celorico Da Beira,Guarda,Baraçal
88969,Penalva Do Castelo,Viseu,Pindo
88970,Penacova,Coimbra,Lorvão
88971,Caldas Da Rainha,Leiria,Nadadouro
88972,Vila Nova De Famalicão,Braga,Bairro
88973,Mondim De Basto,Vila Real,Vilar De Ferreiros
88974,Ferreira Do Zêzere,Santarém,Paio Mendes
88975,Rio Maior,Santarém,Malaqueijo
88976,São Pedro Do Sul,Viseu,São Pedro Do Sul
88977,Marco De Canaveses,Porto,Sande
88978,Valença,Viana Do Castelo,Sanfins
88979,Vila Real,Vila Real,Vila Cova
88980,Lagoa,Faro,Carvoeiro
88981,Viseu,Viseu,Ribafeita
88982,Águeda,Aveiro,Fermentelos
88983,Figueira Da Foz,Coimbra,Alhadas
88984,Ferreira Do Alentejo,Beja,Ferreira Do Alentejo
88985,Trancoso,Guarda,Freches
88986,Fundão,Castelo Branco,Vale De Prazeres
88987,Penamacor,Castelo Branco,Meimão
88988,Castelo Branco,Castelo Branco,Juncal Do Campo
88989,Resende,Viseu,Freigil
88990,Peso Da Régua,Vila Real,Vilarinho Dos Freires
88991,Torre De Moncorvo,Bragança,Carviçais
88992,Leiria,Leiria,Amor
88993,Coimbra,Coimbra,Assafarge
88994,Soure,Coimbra,Vila Nova De Anços
88995,Ponte De Lima,Viana Do Castelo,Beiral Do Lima
88996,Esposende,Braga,Fonte Boa
88997,Chaves,Vila Real,Vilela Do Tâmega
88998,Reguengos De Monsaraz,Évora,Reguengos De Monsaraz
88999,Campo Maior,Portalegre,São João Baptista
89000,Sertã,Castelo Branco,Palhais
89001,Vagos,Aveiro,Gafanha Da Boa Hora
89002,Cinfães,Viseu,Espadanedo
89003,Sátão,Viseu,Avelal
89004,Vizela,Braga,Caldas De Vizela (São Miguel)
89005,Caminha,Viana Do Castelo,Arga De São João
89006,Santa Marta De Penaguião,Vila Real,Cumieira
89007,Miranda Do Corvo,Coimbra,Miranda Do Corvo
89008,Tábua,Coimbra,São João Da Boa Vista
89009,Arganil,Coimbra,Vila Cova De Alva
89010,Pampilhosa Da Serra,Coimbra,Dornelas Do Zêzere
89011,Pombal,Leiria,Guia
89012,Mondim De Basto,Vila Real,Bilhó
89013,Guarda,Guarda,Jarmelo (São Pedro)
89014,Leiria,Leiria,Colmeias
89015,Penafiel,Porto,Valpedre
89016,Melgaço,Viana Do Castelo,Prado
89017,Vila Nova De Famalicão,Braga,Landim
89018,Trancoso,Guarda,Moimentinha
89019,Gouveia,Guarda,Nespereira
89020,Ansião,Leiria,Torre De Vale De Todos
89021,Amarante,Porto,Jazente
89022,Cabeceiras De Basto,Braga,Rio Douro
89023,Caminha,Viana Do Castelo,Arga De Cima
89024,Montijo,Setúbal,Atalaia
89025,Santarém,Santarém,Gançaria
89026,Valpaços,Vila Real,Tinhela
89027,Sátão,Viseu,Vila Longa
89028,Amarante,Porto,Padronelo
89029,Vila Real,Vila Real,Guiães
89030,Sabugal,Guarda,Bismula
89031,Pombal,Leiria,Meirinhas
89032,Póvoa De Varzim,Porto,Argivai
89033,Guimarães,Braga,Guardizela
89034,Arcos De Valdevez,Viana Do Castelo,Távora (Santa Maria)
89035,Guimarães,Braga,Caldelas
89036,Alenquer,Lisboa,Ribafria
89037,Tomar,Santarém,Pedreira
89038,Bragança,Bragança,Zóio
89039,Évora,Évora,Canaviais
89040,Gouveia,Guarda,Rio Torto
89041,Trancoso,Guarda,Reboleiro
89042,Sátão,Viseu,Águas Boas
89043,Montemor-O-Velho,Coimbra,Montemor-O-Velho
89044,Fafe,Braga,Silvares (São Martinho)
89045,Ponte Da Barca,Viana Do Castelo,Ruivos
89046,Póvoa De Lanhoso,Braga,Rendufinho
89047,Rio Maior,Santarém,Arruda Dos Pisões
89048,Alcochete,Setúbal,São Francisco
89049,Lisboa,Lisboa,Alcântara
89050,Vinhais,Bragança,Vilar De Lomba
89051,Almodôvar,Beja,Almodôvar
89052,Penalva Do Castelo,Viseu,Castelo De Penalva
89053,Tarouca,Viseu,Várzea Da Serra
89054,Oliveira De Azeméis,Aveiro,Macinhata Da Seixa
89055,Santa Maria Da Feira,Aveiro,Argoncilhe
89056,Barcelos,Braga,Oliveira
89057,Fafe,Braga,Monte
89058,Azambuja,Lisboa,Azambuja
89059,Sobral De Monte Agraço,Lisboa,Sobral De Monte Agraço
89060,Chaves,Vila Real,Vilar De Nantes
89061,Sertã,Castelo Branco,Cabeçudo
89062,Alvaiázere,Leiria,Alvaiázere
89063,Santa Maria Da Feira,Aveiro,Pigeiros
