id_localizacao,concelho,distrito,freguesia
90269,Tabuaço,Viseu,Sendim
90270,Montijo,Setúbal,Santo Isidro De Pegões
90271,Tábua,Coimbra,Carapinha
90272,Bragança,Bragança,Rebordainhos
90273,Portimão,Faro,Mexilhoeira Grande
90274,Vieira Do Minho,Braga,Vieira Do Minho
90275,Portalegre,Portalegre,Sé
90276,Vila Nova De Gaia,Porto,Serzedo
90277,Leiria,Leiria,Parceiros
90278,Almeida,Guarda,Freixo
90279,Mogadouro,Bragança,Ventozelo
90280,Setúbal,Setúbal,Setúbal (São Julião)
90281,Felgueiras,Porto,Jugueiros
90282,Cadaval,Lisboa,Vermelha
90283,Barcelos,Braga,Midões
90284,Barcelos,Braga,Bastuço (São João)
90285,Gouveia,Guarda,Melo
90286,Évora,Évora,São Miguel De Machede
90287,Moimenta Da Beira,Viseu,Rua
90288,Sever Do Vouga,Aveiro,Cedrim
90289,Fafe,Braga,Pedraído
90290,Torres Vedras,Lisboa,Maceira
90291,Alcobaça,Leiria,Coz
90292,Olhão,Faro,Pechão
90293,Estremoz,Évora,Santo Estêvão
90294,Bragança,Bragança,Pinela
90295,Chaves,Vila Real,Lama De Arcos
90296,Sabugal,Guarda,Fóios
90297,Sernancelhe,Viseu,Faia
90298,Paredes,Porto,Louredo
90299,Nisa,Portalegre,Montalvão
90300,Figueira Da Foz,Coimbra,Vila Verde
90301,Tabuaço,Viseu,Barcos
90302,Loures,Lisboa,Bobadela
90303,Santo Tirso,Porto,Monte Córdova
90304,Trancoso,Guarda,Vale Do Seixo
90305,Vila Nova De Gaia,Porto,Mafamude
90306,Fronteira,Portalegre,Fronteira
90307,Avis,Portalegre,Maranhão
90308,Mirandela,Bragança,Navalho
90309,Resende,Viseu,Panchorra
90310,Maia,Porto,Milheirós
90311,Santa Maria Da Feira,Aveiro,Canedo
90312,Melgaço,Viana Do Castelo,Parada Do Monte
90313,Lisboa,Lisboa,Charneca
90314,Idanha-A-Nova,Castelo Branco,Idanha-A-Velha
90315,Paredes,Porto,Beire
90316,Vila Velha De Ródão,Castelo Branco,Perais
90317,Mirandela,Bragança,Cedães
90318,Ansião,Leiria,Lagarteira
90319,Azambuja,Lisboa,Alcoentre
90320,Póvoa De Lanhoso,Braga,Lanhoso
90321,Barcelos,Braga,Alvito (São Pedro)
90322,Sabugal,Guarda,Vale Longo
90323,Paredes,Porto,Parada De Todeia
90324,Penalva Do Castelo,Viseu,Matela
90325,Mangualde,Viseu,Cunha Alta
90326,Maia,Porto,Vila Nova Da Telha
90327,Fafe,Braga,Seidões
90328,Pinhel,Guarda,Santa Eufémia
90329,Mértola,Beja,Santana De Cambas
90330,Aveiro,Aveiro,São Jacinto
90331,Santiago Do Cacém,Setúbal,Abela
90332,Vila Pouca De Aguiar,Vila Real,Capeludos
90333,Azambuja,Lisboa,Vila Nova De São Pedro
90334,Lamego,Viseu,Samodães
90335,Amarante,Porto,Chapa
90336,Viseu,Viseu,Silgueiros
90337,Fornos De Algodres,Guarda,Juncais
90338,Arcos De Valdevez,Viana Do Castelo,Loureda
90339,Vila Real De Santo António,Faro,Vila Real De Santo António
90340,Penafiel,Porto,Rio De Moinhos
90341,Vila Nova De Gaia,Porto,Vilar De Andorinho
90342,Lousã,Coimbra,Vilarinho
90343,Lousada,Porto,Cristelos
90344,Matosinhos,Porto,Leça Do Balio
90345,Lamego,Viseu,Magueija
90346,Arcos De Valdevez,Viana Do Castelo,Soajo
90347,Torres Novas,Santarém,Olaia
90348,Almeida,Guarda,Aldeia Nova
90349,Aguiar Da Beira,Guarda,Forninhos
90350,Santa Marta De Penaguião,Vila Real,Sanhoane
90351,Mangualde,Viseu,Mesquitela
90352,Castro Daire,Viseu,Gosende
90353,Valpaços,Vila Real,Vales
90354,Santo Tirso,Porto,Campo (São Martinho)
90355,Proença-A-Nova,Castelo Branco,São Pedro Do Esteval
90356,Viseu,Viseu,Boa Aldeia
90357,Loures,Lisboa,Loures
90358,Maia,Porto,Avioso (São Pedro)
90359,Melgaço,Viana Do Castelo,Cristoval
90360,Mogadouro,Bragança,Vila De Ala
90361,Almeirim,Santarém,Fazendas De Almeirim
90362,Braga,Braga,Esporões
90363,Vila Do Conde,Porto,Mosteiró
90364,Armamar,Viseu,São Romão
90365,Oliveira Do Hospital,Coimbra,Avô
90366,Vila Nova De Famalicão,Braga,Antas
90367,Coimbra,Coimbra,Eiras
90368,Viana Do Castelo,Viana Do Castelo,Carreço
90369,Fundão,Castelo Branco,Póvoa De Atalaia
90370,Oliveira De Frades,Viseu,São Vicente De Lafões
90371,Ponte De Lima,Viana Do Castelo,Fornelos
90372,Guimarães,Braga,Souto (Santa Maria)
90373,Baião,Porto,Teixeiró
90374,Paços De Ferreira,Porto,Ferreira
90375,Póvoa De Lanhoso,Braga,Póvoa De Lanhoso (Nossa Senhora Do Amparo)
90376,Viana Do Castelo,Viana Do Castelo,Afife
90377,Vila Verde,Braga,Cervães
90378,Amarante,Porto,Figueiró (Santiago)
90379,Fornos De Algodres,Guarda,Vila Soeiro Do Chão
90380,Ferreira Do Alentejo,Beja,Figueira Dos Cavaleiros
90381,Alcobaça,Leiria,Aljubarrota (Prazeres)
90382,Miranda Do Corvo,Coimbra,Rio Vide
90383,Vila Do Conde,Porto,Ferreiró
90384,Lisboa,Lisboa,Ajuda
90385,Viseu,Viseu,Torredeita
90386,Lamego,Viseu,Penajóia
90387,Amarante,Porto,Fridão
90388,Freixo De Espada À Cinta,Bragança,Mazouco
90389,Évora,Évora,Évora (Santo Antão)
90390,Gouveia,Guarda,Folgosinho
90391,Sintra,Lisboa,Massamá
90392,Fafe,Braga,Aboim
90393,Seia,Guarda,Travancinha
90394,Mirandela,Bragança,Frechas
90395,Torres Vedras,Lisboa,Matacães
90396,Vila Nova De Cerveira,Viana Do Castelo,Lovelhe
90397,Penalva Do Castelo,Viseu,Ínsua
90398,Castro Daire,Viseu,Reriz
90399,Baião,Porto,Gestaçô
90400,Fafe,Braga,São Gens
90401,Vila Nova Da Barquinha,Santarém,Vila Nova Da Barquinha
90402,Marco De Canaveses,Porto,Toutosa
90403,Alijó,Vila Real,Favaios
90404,Braga,Braga,Nogueiró
90405,Covilhã,Castelo Branco,Unhais Da Serra
90406,Covilhã,Castelo Branco,Casegas
90407,Alcobaça,Leiria,Bárrio
90408,Vila Do Conde,Porto,Vila Chã
90409,Vieira Do Minho,Braga,Caniçada
90410,Avis,Portalegre,Valongo
90411,Ansião,Leiria,Alvorge
90412,Melgaço,Viana Do Castelo,Roussas
90413,Viana Do Castelo,Viana Do Castelo,Mujães
90414,Pombal,Leiria,Pombal
90415,Alenquer,Lisboa,Aldeia Gavinha
90416,Alcoutim,Faro,Alcoutim
90417,Paredes De Coura,Viana Do Castelo,Linhares
90418,Sintra,Lisboa,Montelavar
90419,Montemor-O-Velho,Coimbra,Verride
90420,Vila Nova De Famalicão,Braga,Portela
90421,Fundão,Castelo Branco,Donas
90422,Nisa,Portalegre,Tolosa
90423,Coimbra,Coimbra,Coimbra (São Bartolomeu)
90424,Barcelos,Braga,Barqueiros
90425,Sabugal,Guarda,Santo Estêvão
90426,Oliveira De Frades,Viseu,Souto De Lafões
90427,Loures,Lisboa,Apelação
90428,Setúbal,Setúbal,São Simão
90429,Fafe,Braga,Vila Cova
90430,Santa Comba Dão,Viseu,Couto Do Mosteiro
90431,Trancoso,Guarda,Moreira De Rei
90432,Pinhel,Guarda,Póvoa D El-Rei
90433,Alfândega Da Fé,Bragança,Vilar Chão
90434,Penafiel,Porto,Galegos
90435,Trancoso,Guarda,Aldeia Nova
90436,Póvoa De Lanhoso,Braga,Taíde
90437,Oleiros,Castelo Branco,Madeirã
90438,Loures,Lisboa,São Julião Do Tojal
90439,Arcos De Valdevez,Viana Do Castelo,Giela
90440,Chaves,Vila Real,Mairos
90441,Rio Maior,Santarém,Ribeira De São João
90442,Ponte De Lima,Viana Do Castelo,Seara
90443,Castelo Branco,Castelo Branco,Castelo Branco
90444,Viana Do Castelo,Viana Do Castelo,Subportela
90445,Viana Do Alentejo,Évora,Viana Do Alentejo
90446,Vila Nova De Famalicão,Braga,Carreira
90447,Lousã,Coimbra,Casal De Ermio
90448,Guimarães,Braga,Selho (São Lourenço)
90449,Amadora,Lisboa,Brandoa
90450,Viseu,Viseu,Cota
90451,Miranda Do Douro,Bragança,Vila Chã De Braciosa
90452,Vila Pouca De Aguiar,Vila Real,Vreia De Bornes
90453,Arraiolos,Évora,São Gregório
90454,Coimbra,Coimbra,Ceira
90455,Tavira,Faro,Cabanas De Tavira
90456,Seia,Guarda,Lapa Dos Dinheiros
90457,Moura,Beja,Safara
90458,Tondela,Viseu,Sabugosa
90459,Chaves,Vila Real,Moreiras
90460,Lagos,Faro,Luz
90461,Beja,Beja,Nossa Senhora Das Neves
90462,Trancoso,Guarda,Granja
90463,Penafiel,Porto,Bustelo
90464,Baião,Porto,Campelo
90465,Oliveira Do Hospital,Coimbra,Lagos Da Beira
90466,Ponte De Sor,Portalegre,Vale De Açor
90467,Torres Novas,Santarém,Zibreira
90468,Ponte Da Barca,Viana Do Castelo,Touvedo (Salvador)
90469,Marvão,Portalegre,Santo António Das Areias
90470,Sabrosa,Vila Real,Paradela De Guiães
90471,Rio Maior,Santarém,Arrouquelas
90472,Macedo De Cavaleiros,Bragança,Talhinhas
90473,Bombarral,Leiria,Roliça
90474,Montalegre,Vila Real,Outeiro
90475,Amares,Braga,Ferreiros
90476,Condeixa-A-Nova,Coimbra,Belide
90477,Lisboa,Lisboa,Castelo
90478,Lisboa,Lisboa,Socorro
90479,Mesão Frio,Vila Real,Mesão Frio (São Nicolau)
90480,Mirandela,Bragança,Pereira
90481,Lisboa,Lisboa,Alvalade
90482,Lisboa,Lisboa,Santos-O-Velho
90483,Lisboa,Lisboa,Santa Maria De Belém
90484,Lisboa,Lisboa,São Mamede
90485,Lisboa,Lisboa,São Domingos De Benfica
90486,Lisboa,Lisboa,Santa Isabel
90487,Porto,Porto,Paranhos
90488,Lisboa,Lisboa,Penha De França
90489,Lisboa,Lisboa,São Miguel
90490,Porto,Porto,Lordelo Do Ouro
90491,Lousada,Porto,União Das Freguesias De Figueiras E Covas
90492,Porto,Porto,Bonfim
90493,Chaves,Vila Real,União Das Freguesias De Calvão E Soutelinho Da Raia
90494,Vila Nova De Gaia,Porto,União Das Freguesias De Gulpilhares E Valadares
90495,Porto,Porto,Cedofeita
90496,Porto,Porto,Nevogilde
90497,Porto,Porto,Foz Do Douro
90498,Lisboa,Lisboa,Prazeres
90499,Peniche,Leiria,Ajuda
90500,Amarante,Porto,"União Das Freguesias De Bustelo, Carneiro E Carvalho De Rei"
